,subject,post,latitude,longitude,sentiment,score
481,Pothole Alert,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.736451,-84.539026,Neutral,0.9996829032897949
482,Infrastructure Work,Heard about a new Peachtree opening on Main. Definitely worth checking out!,33.841398,-84.324485,Neutral,0.9996824264526367
483,Street Fair,Excited about the new renovations at 5th. It's going to be great for the community!,33.772813,-84.513027,Positive,0.9999995231628418
484,Traffic Update,Public transport update: Broadway line will have altered schedules this week.,33.665095,-84.498323,Neutral,0.9999985694885254
485,Infrastructure Work,"Avoid Broadway during rush hour, construction is causing major delays.",33.6974,-84.32377,Negative,0.9960518479347229
486,Pothole Alert,Public transport update: 5th line will have altered schedules this week.,33.654991,-84.431145,Neutral,0.9999994039535522
487,Public Transport Notice,Heard about a new Peachtree opening on North. Definitely worth checking out!,33.828703,-84.444441,Neutral,0.9992351531982422
488,Public Transport Notice,"Avoid Main during rush hour, construction is causing major delays.",33.766311,-84.425689,Negative,0.9989157915115356
489,Pothole Alert,Public transport update: Highland line will have altered schedules this week.,33.658838,-84.352344,Neutral,0.9999979734420776
490,Local Event,Don't miss the Broadway happening this weekend at Peachtree. Always a good time!,33.815201,-84.450817,Positive,0.8566089868545532
491,Park Renovation,Public transport update: Main line will have altered schedules this week.,33.728658,-84.392391,Neutral,0.9999990463256836
492,Pothole Alert,Don't miss the 5th happening this weekend at Highland. Always a good time!,33.748869,-84.438233,Positive,0.9731401205062866
493,Community Meeting,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.652295,-84.412265,Neutral,0.999969482421875
494,Community Meeting,"Avoid Broadway during rush hour, construction is causing major delays.",33.823498,-84.424605,Negative,0.9960518479347229
495,Public Transport Notice,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.76407,-84.513083,Neutral,0.999969482421875
496,New Restaurant Opening,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.680736,-84.378495,Neutral,0.9999657869338989
497,Pothole Alert,Public transport update: 5th line will have altered schedules this week.,33.663133,-84.390296,Neutral,0.9999994039535522
498,Infrastructure Work,Don't miss the 5th happening this weekend at Broadway. Always a good time!,33.656448,-84.316873,Positive,0.9823001027107239
499,Traffic Update,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.712387,-84.49666,Neutral,0.9999755620956421
500,New Restaurant Opening,Community meeting at 5th this Thursday to discuss the new River development.,33.726843,-84.313349,Neutral,0.9999994039535522
501,Infrastructure Work,Don't miss the North happening this weekend at River. Always a good time!,33.873614,-84.294576,Positive,0.9747377634048462
502,Community Meeting,Community meeting at River this Thursday to discuss the new Main development.,33.842136,-84.316124,Neutral,0.9999991655349731
503,Community Meeting,Public transport update: Maple line will have altered schedules this week.,33.650056,-84.400974,Neutral,0.999998927116394
504,New Restaurant Opening,Excited about the new renovations at Broadway. It's going to be great for the community!,33.668766,-84.459924,Positive,0.9999996423721313
505,Traffic Update,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.688843,-84.366706,Neutral,0.9998862743377686
506,Pothole Alert,Watch out for a giant pothole on Main Street. Be careful driving!,33.873979,-84.427965,Neutral,0.9950763583183289
507,Street Fair,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.654153,-84.335392,Neutral,0.9999755620956421
508,Pothole Alert,Heard about a new Elm opening on Highland. Definitely worth checking out!,33.843765,-84.372594,Neutral,0.9996614456176758
509,Traffic Update,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.881256,-84.469108,Neutral,0.9978082776069641
510,Park Renovation,Heard about a new Elm opening on Peachtree. Definitely worth checking out!,33.712589,-84.296191,Neutral,0.9997137188911438
511,Community Meeting,The annual street fair at 5th is this Saturday. Great food and local crafts!,33.797416,-84.337412,Neutral,0.9999616146087646
512,Park Renovation,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.818327,-84.373623,Neutral,0.9998438358306885
513,Street Fair,Public transport update: Maple line will have altered schedules this week.,33.878759,-84.504316,Neutral,0.999998927116394
514,Pothole Alert,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.792446,-84.396471,Neutral,0.999969482421875
515,New Restaurant Opening,Heard about a new Elm opening on Broadway. Definitely worth checking out!,33.653779,-84.307216,Neutral,0.9995330572128296
516,Pothole Alert,Heard about a new 5th opening on Peachtree. Definitely worth checking out!,33.873616,-84.482065,Neutral,0.9998478889465332
517,Local Event,"Avoid 5th during rush hour, construction is causing major delays.",33.782056,-84.471681,Negative,0.9998218417167664
518,Infrastructure Work,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.712272,-84.353848,Neutral,0.999975323677063
519,New Restaurant Opening,Heard about a new North opening on Maple. Definitely worth checking out!,33.877732,-84.294515,Neutral,0.999262273311615
520,Infrastructure Work,Community meeting at River this Thursday to discuss the new 5th development.,33.652258,-84.331715,Neutral,0.9999994039535522
521,New Restaurant Opening,Public transport update: River line will have altered schedules this week.,33.761606,-84.477488,Neutral,0.999998927116394
522,Street Fair,Community meeting at 5th this Thursday to discuss the new Highland development.,33.786876,-84.460791,Neutral,0.9999994039535522
523,Local Event,Don't miss the Broadway happening this weekend at Peachtree. Always a good time!,33.758764,-84.355951,Positive,0.8566089868545532
524,Traffic Update,"Avoid Highland during rush hour, construction is causing major delays.",33.858146,-84.416906,Negative,0.9993498921394348
525,Infrastructure Work,Don't miss the North happening this weekend at Peachtree. Always a good time!,33.848801,-84.454559,Positive,0.9433144927024841
526,Infrastructure Work,Don't miss the Highland happening this weekend at Elm. Always a good time!,33.679108,-84.365523,Positive,0.9697695970535278
527,Street Fair,Public transport update: Main line will have altered schedules this week.,33.824614,-84.361166,Neutral,0.9999990463256836
528,Pothole Alert,Watch out for a giant pothole on Elm Street. Be careful driving!,33.81351,-84.514888,Neutral,0.9965171813964844
529,Public Transport Notice,"Avoid Elm during rush hour, construction is causing major delays.",33.837245,-84.370435,Negative,0.9986013770103455
530,Traffic Update,Heard about a new 5th opening on Peachtree. Definitely worth checking out!,33.705818,-84.473324,Neutral,0.9998478889465332
531,Traffic Update,Excited about the new renovations at 5th. It's going to be great for the community!,33.829781,-84.295566,Positive,0.9999995231628418
532,Community Meeting,The annual street fair at 5th is this Saturday. Great food and local crafts!,33.878737,-84.536353,Neutral,0.9999616146087646
533,New Restaurant Opening,Don't miss the 5th happening this weekend at Highland. Always a good time!,33.841429,-84.361741,Positive,0.9731401205062866
534,New Restaurant Opening,Public transport update: Peachtree line will have altered schedules this week.,33.849676,-84.409135,Neutral,0.999998927116394
535,Street Fair,Public transport update: Peachtree line will have altered schedules this week.,33.8195,-84.526996,Neutral,0.999998927116394
536,Street Fair,Excited about the new renovations at Maple. It's going to be great for the community!,33.705618,-84.339196,Positive,0.9999997615814209
537,Local Event,Public transport update: Main line will have altered schedules this week.,33.67326,-84.49841,Neutral,0.9999990463256836
538,Infrastructure Work,Heard about a new Peachtree opening on Maple. Definitely worth checking out!,33.716532,-84.338287,Neutral,0.9997082352638245
539,Community Meeting,"Avoid Broadway during rush hour, construction is causing major delays.",33.784804,-84.425819,Negative,0.9960518479347229
540,Park Renovation,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.761209,-84.444332,Neutral,0.9999204874038696
541,Community Meeting,Heard about a new Peachtree opening on Broadway. Definitely worth checking out!,33.681731,-84.510323,Neutral,0.9997186064720154
542,Street Fair,Watch out for a giant pothole on North Street. Be careful driving!,33.837611,-84.301492,Neutral,0.9953041076660156
543,New Restaurant Opening,Heard about a new Peachtree opening on North. Definitely worth checking out!,33.732937,-84.536352,Neutral,0.9992351531982422
544,Pothole Alert,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.70248,-84.461218,Neutral,0.999975323677063
545,Street Fair,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.668488,-84.498611,Neutral,0.9999755620956421
546,Public Transport Notice,Don't miss the 5th happening this weekend at North. Always a good time!,33.668813,-84.461342,Positive,0.9793262481689453
547,Traffic Update,Don't miss the Broadway happening this weekend at Maple. Always a good time!,33.87508,-84.478713,Positive,0.9619534015655518
548,Public Transport Notice,Don't miss the River happening this weekend at River. Always a good time!,33.705079,-84.501739,Positive,0.9764861464500427
549,Local Event,Heard about a new North opening on Highland. Definitely worth checking out!,33.695671,-84.349148,Neutral,0.99945467710495
550,Park Renovation,Excited about the new renovations at Maple. It's going to be great for the community!,33.673678,-84.431146,Positive,0.9999997615814209
551,New Restaurant Opening,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.866444,-84.430027,Neutral,0.9998923540115356
552,Community Meeting,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.679582,-84.512985,Positive,0.9999996423721313
553,Pothole Alert,Watch out for a giant pothole on Maple Street. Be careful driving!,33.732426,-84.295083,Neutral,0.9965986609458923
554,Pothole Alert,Heard about a new 5th opening on River. Definitely worth checking out!,33.70016,-84.474797,Neutral,0.9996618032455444
555,Community Meeting,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.774179,-84.466924,Neutral,0.9998717308044434
556,Pothole Alert,"Avoid 5th during rush hour, construction is causing major delays.",33.810831,-84.550685,Negative,0.9998218417167664
557,Infrastructure Work,Community meeting at 5th this Thursday to discuss the new Maple development.,33.77879,-84.377504,Neutral,0.9999992847442627
558,Infrastructure Work,Community meeting at Highland this Thursday to discuss the new Elm development.,33.743945,-84.375902,Neutral,0.9999990463256836
559,Public Transport Notice,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.771695,-84.446437,Neutral,0.999975323677063
560,Infrastructure Work,Heard about a new North opening on Main. Definitely worth checking out!,33.733433,-84.548362,Neutral,0.9994198083877563
561,New Restaurant Opening,Community meeting at Peachtree this Thursday to discuss the new 5th development.,33.83257,-84.356798,Neutral,0.9999992847442627
562,Public Transport Notice,"Avoid Maple during rush hour, construction is causing major delays.",33.869893,-84.322807,Negative,0.9985874891281128
563,Street Fair,Community meeting at Broadway this Thursday to discuss the new 5th development.,33.652029,-84.296339,Neutral,0.9999991655349731
564,Pothole Alert,Don't miss the 5th happening this weekend at River. Always a good time!,33.865679,-84.355494,Positive,0.9745757579803467
565,Community Meeting,"Avoid River during rush hour, construction is causing major delays.",33.810232,-84.320513,Negative,0.9958399534225464
566,Infrastructure Work,Community meeting at Elm this Thursday to discuss the new Broadway development.,33.763356,-84.48494,Neutral,0.9999994039535522
567,Pothole Alert,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.826105,-84.388918,Neutral,0.9998438358306885
568,Street Fair,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.834881,-84.31224,Neutral,0.9999657869338989
569,Park Renovation,Public transport update: Highland line will have altered schedules this week.,33.844872,-84.452586,Neutral,0.9999979734420776
570,Community Meeting,"Heads up, River is undergoing some major infrastructure work for the next month.",33.834521,-84.523028,Neutral,0.9999222755432129
571,Traffic Update,The annual street fair at River is this Saturday. Great food and local crafts!,33.818195,-84.421543,Neutral,0.9999666213989258
572,Community Meeting,Don't miss the River happening this weekend at Maple. Always a good time!,33.664313,-84.479821,Positive,0.988943338394165
573,Infrastructure Work,"Avoid Main during rush hour, construction is causing major delays.",33.831289,-84.308605,Negative,0.9989157915115356
574,New Restaurant Opening,Heard about a new River opening on Main. Definitely worth checking out!,33.817258,-84.344348,Neutral,0.9996016621589661
575,Infrastructure Work,Excited about the new renovations at River. It's going to be great for the community!,33.692707,-84.389344,Positive,0.9999996423721313
576,Infrastructure Work,Community meeting at Highland this Thursday to discuss the new River development.,33.86419,-84.4596,Neutral,0.9999986886978149
577,Public Transport Notice,Public transport update: Elm line will have altered schedules this week.,33.78376,-84.523656,Neutral,0.9999988079071045
578,Street Fair,"Avoid North during rush hour, construction is causing major delays.",33.803744,-84.434205,Negative,0.9987327456474304
579,Public Transport Notice,Heard about a new Highland opening on North. Definitely worth checking out!,33.752036,-84.405216,Neutral,0.9987813830375671
580,New Restaurant Opening,"Avoid Peachtree during rush hour, construction is causing major delays.",33.790216,-84.43841,Negative,0.9967148303985596
581,Infrastructure Work,Heard about a new Maple opening on Elm. Definitely worth checking out!,33.728402,-84.308057,Neutral,0.9995718598365784
582,Local Event,Watch out for a giant pothole on Elm Street. Be careful driving!,33.672269,-84.365514,Neutral,0.9965171813964844
583,Park Renovation,Heard about a new River opening on Elm. Definitely worth checking out!,33.650444,-84.448832,Neutral,0.9995577931404114
584,Pothole Alert,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.712269,-84.292043,Neutral,0.9978082776069641
585,Infrastructure Work,Community meeting at Peachtree this Thursday to discuss the new Maple development.,33.798254,-84.471689,Neutral,0.999998927116394
586,Community Meeting,Don't miss the Maple happening this weekend at Highland. Always a good time!,33.678958,-84.474907,Positive,0.9324344396591187
587,New Restaurant Opening,Public transport update: Peachtree line will have altered schedules this week.,33.822737,-84.307238,Neutral,0.999998927116394
588,Infrastructure Work,Community meeting at Maple this Thursday to discuss the new Maple development.,33.845498,-84.440006,Neutral,0.9999988079071045
589,Traffic Update,Heard about a new River opening on Peachtree. Definitely worth checking out!,33.688077,-84.472538,Neutral,0.9996260404586792
590,Infrastructure Work,Don't miss the Broadway happening this weekend at North. Always a good time!,33.745319,-84.453895,Positive,0.9578933119773865
591,New Restaurant Opening,Public transport update: Main line will have altered schedules this week.,33.652279,-84.342016,Neutral,0.9999990463256836
592,Local Event,Don't miss the Peachtree happening this weekend at River. Always a good time!,33.685016,-84.401558,Positive,0.945328414440155
593,Public Transport Notice,"Avoid Elm during rush hour, construction is causing major delays.",33.74716,-84.407599,Negative,0.9986013770103455
594,Street Fair,Heard about a new North opening on 5th. Definitely worth checking out!,33.821069,-84.486906,Neutral,0.9995772242546082
595,Local Event,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.710833,-84.495513,Neutral,0.9998717308044434
596,Community Meeting,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.77031,-84.419925,Neutral,0.9998438358306885
597,Community Meeting,"Avoid Highland during rush hour, construction is causing major delays.",33.674905,-84.441151,Negative,0.9993498921394348
598,Park Renovation,Public transport update: 5th line will have altered schedules this week.,33.794274,-84.2898,Neutral,0.9999994039535522
599,Public Transport Notice,Don't miss the Maple happening this weekend at Broadway. Always a good time!,33.78082,-84.452234,Positive,0.9495817422866821
600,Traffic Update,"Avoid 5th during rush hour, construction is causing major delays.",33.882571,-84.346207,Negative,0.9998218417167664
601,Traffic Update,Watch out for a giant pothole on Elm Street. Be careful driving!,33.797105,-84.365077,Neutral,0.9965171813964844
602,Pothole Alert,Don't miss the Peachtree happening this weekend at Maple. Always a good time!,33.766469,-84.455416,Positive,0.9251790642738342
603,Street Fair,Community meeting at Elm this Thursday to discuss the new Highland development.,33.838392,-84.321238,Neutral,0.9999995231628418
604,Park Renovation,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.720723,-84.450412,Neutral,0.9999755620956421
605,New Restaurant Opening,Heard about a new Broadway opening on Highland. Definitely worth checking out!,33.797627,-84.29564,Neutral,0.9994813799858093
606,Local Event,Community meeting at North this Thursday to discuss the new Elm development.,33.682832,-84.471282,Neutral,0.9999994039535522
607,New Restaurant Opening,Public transport update: Highland line will have altered schedules this week.,33.738455,-84.391718,Neutral,0.9999979734420776
608,Community Meeting,Heard about a new Highland opening on Elm. Definitely worth checking out!,33.854114,-84.326864,Neutral,0.9995512366294861
609,Community Meeting,Public transport update: Elm line will have altered schedules this week.,33.660791,-84.508776,Neutral,0.9999988079071045
610,Park Renovation,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.726497,-84.504678,Neutral,0.9998438358306885
611,Infrastructure Work,Heard about a new Broadway opening on Main. Definitely worth checking out!,33.814256,-84.528678,Neutral,0.9995244741439819
612,Street Fair,"Avoid Elm during rush hour, construction is causing major delays.",33.728443,-84.476301,Negative,0.9986013770103455
613,Community Meeting,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.726847,-84.434843,Neutral,0.9998862743377686
614,Infrastructure Work,Watch out for a giant pothole on North Street. Be careful driving!,33.856784,-84.42393,Neutral,0.9953041076660156
615,Pothole Alert,Excited about the new renovations at Main. It's going to be great for the community!,33.668162,-84.441504,Positive,0.9999997615814209
616,Pothole Alert,Community meeting at Highland this Thursday to discuss the new Elm development.,33.744066,-84.451776,Neutral,0.9999990463256836
617,Local Event,Watch out for a giant pothole on Main Street. Be careful driving!,33.857751,-84.499748,Neutral,0.9950763583183289
618,Traffic Update,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.786967,-84.296958,Neutral,0.9978082776069641
619,Infrastructure Work,Don't miss the North happening this weekend at North. Always a good time!,33.745065,-84.494283,Positive,0.9770819544792175
620,Park Renovation,Heard about a new Elm opening on North. Definitely worth checking out!,33.855817,-84.420194,Neutral,0.9992399215698242
621,New Restaurant Opening,"Heads up, River is undergoing some major infrastructure work for the next month.",33.650252,-84.391132,Neutral,0.9999222755432129
622,Public Transport Notice,Public transport update: Main line will have altered schedules this week.,33.688405,-84.53812,Neutral,0.9999990463256836
623,Public Transport Notice,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.69408,-84.435518,Neutral,0.999969482421875
624,Park Renovation,Community meeting at North this Thursday to discuss the new River development.,33.86744,-84.340552,Neutral,0.9999990463256836
625,Infrastructure Work,Excited about the new renovations at Highland. It's going to be great for the community!,33.73002,-84.519355,Positive,0.9999997615814209
626,Traffic Update,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.662518,-84.396323,Neutral,0.9937437176704407
627,Community Meeting,Watch out for a giant pothole on Maple Street. Be careful driving!,33.876336,-84.336669,Neutral,0.9965986609458923
628,Public Transport Notice,Community meeting at 5th this Thursday to discuss the new 5th development.,33.805342,-84.352514,Neutral,0.9999996423721313
629,Local Event,"Avoid 5th during rush hour, construction is causing major delays.",33.731791,-84.543717,Negative,0.9998218417167664
630,Park Renovation,Watch out for a giant pothole on Maple Street. Be careful driving!,33.659317,-84.334405,Neutral,0.9965986609458923
631,Community Meeting,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.740622,-84.431919,Neutral,0.9999755620956421
632,Traffic Update,Heard about a new North opening on 5th. Definitely worth checking out!,33.710866,-84.405474,Neutral,0.9995772242546082
633,Traffic Update,Excited about the new renovations at Maple. It's going to be great for the community!,33.871153,-84.397688,Positive,0.9999997615814209
634,New Restaurant Opening,Public transport update: Highland line will have altered schedules this week.,33.653784,-84.35161,Neutral,0.9999979734420776
635,Street Fair,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.775656,-84.298314,Neutral,0.9996829032897949
636,Community Meeting,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.804243,-84.360838,Neutral,0.9998923540115356
637,Community Meeting,Watch out for a giant pothole on Elm Street. Be careful driving!,33.839235,-84.50726,Neutral,0.9965171813964844
638,Street Fair,Public transport update: North line will have altered schedules this week.,33.783135,-84.357476,Neutral,0.9999982118606567
639,New Restaurant Opening,Community meeting at 5th this Thursday to discuss the new Highland development.,33.8564,-84.536119,Neutral,0.9999994039535522
640,Street Fair,"Heads up, North is undergoing some major infrastructure work for the next month.",33.754474,-84.381517,Neutral,0.9999599456787109
641,Street Fair,Watch out for a giant pothole on Highland Street. Be careful driving!,33.808717,-84.516358,Neutral,0.9961722493171692
642,New Restaurant Opening,"Avoid River during rush hour, construction is causing major delays.",33.716535,-84.381423,Negative,0.9958399534225464
643,Pothole Alert,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.852034,-84.291922,Neutral,0.9998862743377686
644,Infrastructure Work,Public transport update: Broadway line will have altered schedules this week.,33.683966,-84.452294,Neutral,0.9999985694885254
645,New Restaurant Opening,Public transport update: Peachtree line will have altered schedules this week.,33.819967,-84.504259,Neutral,0.999998927116394
646,Park Renovation,Community meeting at 5th this Thursday to discuss the new Main development.,33.732636,-84.364917,Neutral,0.9999994039535522
647,Local Event,Heard about a new River opening on Broadway. Definitely worth checking out!,33.734575,-84.305895,Neutral,0.9994335770606995
648,New Restaurant Opening,Watch out for a giant pothole on Maple Street. Be careful driving!,33.686063,-84.519628,Neutral,0.9965986609458923
649,Local Event,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.701686,-84.450273,Neutral,0.9998862743377686
650,Traffic Update,Heard about a new Elm opening on Elm. Definitely worth checking out!,33.67152,-84.349428,Neutral,0.9996806383132935
651,New Restaurant Opening,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.77187,-84.421407,Neutral,0.9998923540115356
652,Infrastructure Work,Heard about a new Highland opening on 5th. Definitely worth checking out!,33.718826,-84.450775,Neutral,0.9995476603507996
653,New Restaurant Opening,Public transport update: Elm line will have altered schedules this week.,33.764093,-84.483676,Neutral,0.9999988079071045
654,Community Meeting,Heard about a new Broadway opening on Elm. Definitely worth checking out!,33.860843,-84.366368,Neutral,0.9995030164718628
655,Infrastructure Work,Watch out for a giant pothole on North Street. Be careful driving!,33.706557,-84.345207,Neutral,0.9953041076660156
656,Pothole Alert,Don't miss the 5th happening this weekend at Main. Always a good time!,33.777634,-84.372011,Positive,0.9825902581214905
657,Community Meeting,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.816554,-84.368363,Neutral,0.9999755620956421
658,Street Fair,The annual street fair at 5th is this Saturday. Great food and local crafts!,33.86768,-84.294844,Neutral,0.9999616146087646
659,Infrastructure Work,Excited about the new renovations at Broadway. It's going to be great for the community!,33.877994,-84.390385,Positive,0.9999996423721313
660,Street Fair,"Heads up, Maple is undergoing some major infrastructure work for the next month.",33.729432,-84.467864,Neutral,0.9998587369918823
661,New Restaurant Opening,Public transport update: Peachtree line will have altered schedules this week.,33.690623,-84.519266,Neutral,0.999998927116394
662,Public Transport Notice,Excited about the new renovations at Elm. It's going to be great for the community!,33.865923,-84.51636,Positive,0.9999996423721313
663,Local Event,"Heads up, Maple is undergoing some major infrastructure work for the next month.",33.790904,-84.549075,Neutral,0.9998587369918823
664,Pothole Alert,Don't miss the Maple happening this weekend at River. Always a good time!,33.826529,-84.533541,Positive,0.9591596722602844
665,Pothole Alert,"Heads up, River is undergoing some major infrastructure work for the next month.",33.813583,-84.441819,Neutral,0.9999222755432129
666,Infrastructure Work,"Avoid North during rush hour, construction is causing major delays.",33.839686,-84.341776,Negative,0.9987327456474304
667,Infrastructure Work,Excited about the new renovations at Broadway. It's going to be great for the community!,33.767959,-84.403492,Positive,0.9999996423721313
668,Community Meeting,"Heads up, North is undergoing some major infrastructure work for the next month.",33.68294,-84.508172,Neutral,0.9999599456787109
669,New Restaurant Opening,Community meeting at Elm this Thursday to discuss the new Main development.,33.69042,-84.513402,Neutral,0.9999994039535522
670,Traffic Update,"Heads up, North is undergoing some major infrastructure work for the next month.",33.66949,-84.442005,Neutral,0.9999599456787109
671,Community Meeting,Heard about a new Maple opening on Peachtree. Definitely worth checking out!,33.861473,-84.51453,Neutral,0.9997518658638
672,Infrastructure Work,Community meeting at Peachtree this Thursday to discuss the new Elm development.,33.806982,-84.463069,Neutral,0.9999992847442627
673,New Restaurant Opening,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.756242,-84.317353,Neutral,0.9996829032897949
674,New Restaurant Opening,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.733671,-84.435061,Neutral,0.999969482421875
675,Traffic Update,Excited about the new renovations at River. It's going to be great for the community!,33.853155,-84.410209,Positive,0.9999996423721313
676,Park Renovation,Don't miss the Broadway happening this weekend at 5th. Always a good time!,33.77486,-84.362743,Positive,0.9599709510803223
677,Park Renovation,"Avoid Main during rush hour, construction is causing major delays.",33.731084,-84.395128,Negative,0.9989157915115356
678,Park Renovation,Excited about the new renovations at 5th. It's going to be great for the community!,33.818189,-84.529228,Positive,0.9999995231628418
679,Local Event,Excited about the new renovations at North. It's going to be great for the community!,33.687266,-84.535853,Positive,0.9999997615814209
680,Local Event,Heard about a new Elm opening on Broadway. Definitely worth checking out!,33.762566,-84.517756,Neutral,0.9995330572128296
681,Local Event,Watch out for a giant pothole on Elm Street. Be careful driving!,33.694705,-84.430184,Neutral,0.9965171813964844
682,Pothole Alert,Community meeting at Maple this Thursday to discuss the new Main development.,33.883604,-84.501512,Neutral,0.9999988079071045
683,Pothole Alert,Community meeting at 5th this Thursday to discuss the new Maple development.,33.85712,-84.506796,Neutral,0.9999992847442627
684,Pothole Alert,Public transport update: North line will have altered schedules this week.,33.75339,-84.296821,Neutral,0.9999982118606567
685,Pothole Alert,Heard about a new Highland opening on Main. Definitely worth checking out!,33.75544,-84.35407,Neutral,0.9995352029800415
686,Traffic Update,Community meeting at Peachtree this Thursday to discuss the new North development.,33.839841,-84.542918,Neutral,0.9999994039535522
687,New Restaurant Opening,Community meeting at Maple this Thursday to discuss the new Peachtree development.,33.7289,-84.512057,Neutral,0.9999986886978149
688,Local Event,Watch out for a giant pothole on Elm Street. Be careful driving!,33.729081,-84.31369,Neutral,0.9965171813964844
689,Pothole Alert,Community meeting at Maple this Thursday to discuss the new North development.,33.801651,-84.325252,Neutral,0.9999991655349731
690,Public Transport Notice,Watch out for a giant pothole on Main Street. Be careful driving!,33.845701,-84.399905,Neutral,0.9950763583183289
691,Community Meeting,Heard about a new 5th opening on North. Definitely worth checking out!,33.880693,-84.505899,Neutral,0.9995406866073608
692,Public Transport Notice,"Avoid Peachtree during rush hour, construction is causing major delays.",33.781068,-84.446731,Negative,0.9967148303985596
693,Infrastructure Work,"Avoid Elm during rush hour, construction is causing major delays.",33.808667,-84.437443,Negative,0.9986013770103455
694,Local Event,Watch out for a giant pothole on River Street. Be careful driving!,33.80793,-84.546081,Neutral,0.9974990487098694
695,Local Event,Watch out for a giant pothole on Highland Street. Be careful driving!,33.700235,-84.29901,Neutral,0.9961722493171692
696,Street Fair,Public transport update: Broadway line will have altered schedules this week.,33.702829,-84.469501,Neutral,0.9999985694885254
697,New Restaurant Opening,Public transport update: Maple line will have altered schedules this week.,33.872033,-84.470918,Neutral,0.999998927116394
698,New Restaurant Opening,Don't miss the Maple happening this weekend at Maple. Always a good time!,33.813111,-84.537284,Positive,0.9616081714630127
699,Pothole Alert,Excited about the new renovations at Main. It's going to be great for the community!,33.665605,-84.334088,Positive,0.9999997615814209
700,Pothole Alert,Watch out for a giant pothole on Highland Street. Be careful driving!,33.753778,-84.509169,Neutral,0.9961722493171692
701,New Restaurant Opening,"Avoid Peachtree during rush hour, construction is causing major delays.",33.749813,-84.335603,Negative,0.9967148303985596
702,New Restaurant Opening,The annual street fair at North is this Saturday. Great food and local crafts!,33.869605,-84.489252,Neutral,0.9997422099113464
703,New Restaurant Opening,Excited about the new renovations at Highland. It's going to be great for the community!,33.711059,-84.307819,Positive,0.9999997615814209
704,Public Transport Notice,"Avoid Maple during rush hour, construction is causing major delays.",33.869628,-84.439258,Negative,0.9985874891281128
705,Infrastructure Work,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.710763,-84.533108,Neutral,0.9999204874038696
706,Community Meeting,Don't miss the Peachtree happening this weekend at Maple. Always a good time!,33.746014,-84.454393,Positive,0.9251790642738342
707,Traffic Update,Heard about a new Highland opening on Main. Definitely worth checking out!,33.827451,-84.338972,Neutral,0.9995352029800415
708,Park Renovation,Public transport update: Peachtree line will have altered schedules this week.,33.838104,-84.452787,Neutral,0.999998927116394
709,Community Meeting,Heard about a new Elm opening on North. Definitely worth checking out!,33.722338,-84.37673,Neutral,0.9992399215698242
710,Infrastructure Work,Watch out for a giant pothole on Elm Street. Be careful driving!,33.798271,-84.385034,Neutral,0.9965171813964844
711,Pothole Alert,Don't miss the Elm happening this weekend at River. Always a good time!,33.662229,-84.457724,Positive,0.9706379175186157
712,Community Meeting,Public transport update: North line will have altered schedules this week.,33.742031,-84.493157,Neutral,0.9999982118606567
713,Pothole Alert,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.754795,-84.384623,Neutral,0.9999204874038696
