subject,post,latitude,longitude,sentiment,score,area
Local Event,Community meeting at North this Thursday to discuss the new Broadway development.,33.787031,-84.33715,Neutral,0.9999991655349731,Other Areas
Traffic Update,Heard about a new Highland opening on Main. Definitely worth checking out!,33.675996,-84.431294,Neutral,0.9995352029800416,East Point
Local Event,Don't miss the Peachtree happening this weekend at River. Always a good time!,33.801592,-84.382036,Positive,0.945328414,Other Areas
New Restaurant Opening,Community meeting at Main this Thursday to discuss the new North development.,33.793346,-84.46043,Neutral,0.9999995231628418,Other Areas
Community Meeting,"Avoid Broadway during rush hour, construction is causing major delays.",33.83232,-84.33252,Negative,0.9960518479347228,Other Areas
New Restaurant Opening,Heard about a new Highland opening on Highland. Definitely worth checking out!,33.853377,-84.410994,Neutral,0.9995591044425964,Other Areas
Infrastructure Work,"Avoid Main during rush hour, construction is causing major delays.",33.778166,-84.356025,Negative,0.9989157915115356,Other Areas
Local Event,Watch out for a giant pothole on Main Street. Be careful driving!,33.676779,-84.420665,Neutral,0.9950763583183287,Other Areas
Local Event,Public transport update: 5th line will have altered schedules this week.,33.849651,-84.338103,Neutral,0.9999994039535522,Other Areas
Local Event,Excited about the new renovations at Maple. It's going to be great for the community!,33.662066,-84.447453,Positive,0.9999997615814208,Other Areas
Public Transport Notice,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.79047,-84.345417,Neutral,0.9998717308044434,Other Areas
Street Fair,Heard about a new Elm opening on Broadway. Definitely worth checking out!,33.774532,-84.52397,Neutral,0.9995330572128296,Other Areas
Pothole Alert,Public transport update: Broadway line will have altered schedules this week.,33.691179,-84.419448,Neutral,0.9999985694885254,Other Areas
Park Renovation,Heard about a new 5th opening on Highland. Definitely worth checking out!,33.701001,-84.409426,Neutral,0.9997846484184264,Other Areas
Traffic Update,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.745915,-84.455038,Neutral,0.997808278,Other Areas
Community Meeting,Community meeting at Highland this Thursday to discuss the new 5th development.,33.791498,-84.478215,Neutral,0.9999991655349731,Other Areas
Street Fair,Community meeting at Peachtree this Thursday to discuss the new Maple development.,33.806854,-84.3892,Neutral,0.999998927,Other Areas
New Restaurant Opening,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.851141,-84.366788,Neutral,0.999975324,Other Areas
Community Meeting,Watch out for a giant pothole on 5th Street. Be careful driving!,33.788059,-84.381024,Neutral,0.996526539,Other Areas
Public Transport Notice,"Avoid North during rush hour, construction is causing major delays.",33.764161,-84.376287,Negative,0.9987327456474304,Other Areas
Park Renovation,Heard about a new Broadway opening on Peachtree. Definitely worth checking out!,33.700565,-84.493697,Neutral,0.9996858835220336,Other Areas
Street Fair,"Avoid Broadway during rush hour, construction is causing major delays.",33.679133,-84.44636,Negative,0.9960518479347228,East Point
Pothole Alert,Watch out for a giant pothole on Highland Street. Be careful driving!,33.773618,-84.537904,Neutral,0.9961722493171692,Other Areas
Public Transport Notice,Community meeting at Broadway this Thursday to discuss the new Maple development.,33.756807,-84.498452,Neutral,0.9999986886978148,Other Areas
Traffic Update,Community meeting at 5th this Thursday to discuss the new Peachtree development.,33.665485,-84.391473,Neutral,0.9999992847442628,Other Areas
Traffic Update,Watch out for a giant pothole on North Street. Be careful driving!,33.721552,-84.393691,Neutral,0.9953041076660156,Other Areas
Park Renovation,Heard about a new Main opening on Main. Definitely worth checking out!,33.776852,-84.34227,Neutral,0.9998433589935304,Other Areas
Local Event,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.705045,-84.404547,Neutral,0.9998717308044434,Other Areas
Infrastructure Work,Heard about a new Peachtree opening on Main. Definitely worth checking out!,33.841398,-84.324485,Neutral,0.9996824264526368,Other Areas
Street Fair,Excited about the new renovations at 5th. It's going to be great for the community!,33.772813,-84.513027,Positive,0.9999995231628418,Other Areas
Infrastructure Work,"Avoid Broadway during rush hour, construction is causing major delays.",33.6974,-84.32377,Negative,0.9960518479347228,Other Areas
Pothole Alert,Public transport update: 5th line will have altered schedules this week.,33.654991,-84.431145,Neutral,0.9999994039535522,Other Areas
Public Transport Notice,Heard about a new Peachtree opening on North. Definitely worth checking out!,33.828703,-84.444441,Neutral,0.9992351531982422,Other Areas
Public Transport Notice,"Avoid Main during rush hour, construction is causing major delays.",33.766311,-84.425689,Negative,0.9989157915115356,Other Areas
Pothole Alert,Public transport update: Highland line will have altered schedules this week.,33.658838,-84.352344,Neutral,0.9999979734420776,Other Areas
Local Event,Don't miss the Broadway happening this weekend at Peachtree. Always a good time!,33.815201,-84.450817,Positive,0.8566089868545532,Other Areas
Park Renovation,Public transport update: Main line will have altered schedules this week.,33.728658,-84.392391,Neutral,0.9999990463256836,Other Areas
Pothole Alert,Don't miss the 5th happening this weekend at Highland. Always a good time!,33.748869,-84.438233,Positive,0.9731401205062866,Other Areas
Community Meeting,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.652295,-84.412265,Neutral,0.999969482,Other Areas
Community Meeting,"Avoid Broadway during rush hour, construction is causing major delays.",33.823498,-84.424605,Negative,0.9960518479347228,Other Areas
Public Transport Notice,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.76407,-84.513083,Neutral,0.999969482,Other Areas
New Restaurant Opening,"Heads up, Main is undergoing some major infrastructure work for the next month.",33.680736,-84.378495,Neutral,0.9999657869338988,Other Areas
Pothole Alert,Public transport update: 5th line will have altered schedules this week.,33.663133,-84.390296,Neutral,0.9999994039535522,Other Areas
Traffic Update,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.712387,-84.49666,Neutral,0.999975562,Other Areas
New Restaurant Opening,Community meeting at 5th this Thursday to discuss the new River development.,33.726843,-84.313349,Neutral,0.9999994039535522,Other Areas
Community Meeting,Public transport update: Maple line will have altered schedules this week.,33.650056,-84.400974,Neutral,0.999998927,Other Areas
New Restaurant Opening,Excited about the new renovations at Broadway. It's going to be great for the community!,33.668766,-84.459924,Positive,0.9999996423721312,Other Areas
Traffic Update,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.688843,-84.366706,Neutral,0.9998862743377686,Other Areas
Pothole Alert,Watch out for a giant pothole on Main Street. Be careful driving!,33.873979,-84.427965,Neutral,0.9950763583183287,Other Areas
Pothole Alert,Heard about a new Elm opening on Highland. Definitely worth checking out!,33.843765,-84.372594,Neutral,0.9996614456176758,Other Areas
Community Meeting,The annual street fair at 5th is this Saturday. Great food and local crafts!,33.797416,-84.337412,Neutral,0.9999616146087646,Other Areas
Park Renovation,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.818327,-84.373623,Neutral,0.9998438358306884,Other Areas
Pothole Alert,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.792446,-84.396471,Neutral,0.999969482,Other Areas
Local Event,"Avoid 5th during rush hour, construction is causing major delays.",33.782056,-84.471681,Negative,0.9998218417167664,Other Areas
Infrastructure Work,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.712272,-84.353848,Neutral,0.999975324,Other Areas
New Restaurant Opening,Public transport update: River line will have altered schedules this week.,33.761606,-84.477488,Neutral,0.999998927,Other Areas
Street Fair,Community meeting at 5th this Thursday to discuss the new Highland development.,33.786876,-84.460791,Neutral,0.9999994039535522,Other Areas
Local Event,Don't miss the Broadway happening this weekend at Peachtree. Always a good time!,33.758764,-84.355951,Positive,0.8566089868545532,Other Areas
Traffic Update,"Avoid Highland during rush hour, construction is causing major delays.",33.858146,-84.416906,Negative,0.9993498921394348,Other Areas
Infrastructure Work,Don't miss the North happening this weekend at Peachtree. Always a good time!,33.848801,-84.454559,Positive,0.943314493,Other Areas
Infrastructure Work,Don't miss the Highland happening this weekend at Elm. Always a good time!,33.679108,-84.365523,Positive,0.9697695970535278,Other Areas
Street Fair,Public transport update: Main line will have altered schedules this week.,33.824614,-84.361166,Neutral,0.9999990463256836,Other Areas
Pothole Alert,Watch out for a giant pothole on Elm Street. Be careful driving!,33.81351,-84.514888,Neutral,0.9965171813964844,Other Areas
Public Transport Notice,"Avoid Elm during rush hour, construction is causing major delays.",33.837245,-84.370435,Negative,0.9986013770103456,Other Areas
Traffic Update,Heard about a new 5th opening on Peachtree. Definitely worth checking out!,33.705818,-84.473324,Neutral,0.9998478889465332,Other Areas
New Restaurant Opening,Don't miss the 5th happening this weekend at Highland. Always a good time!,33.841429,-84.361741,Positive,0.9731401205062866,Other Areas
New Restaurant Opening,Public transport update: Peachtree line will have altered schedules this week.,33.849676,-84.409135,Neutral,0.999998927,Other Areas
Street Fair,Public transport update: Peachtree line will have altered schedules this week.,33.8195,-84.526996,Neutral,0.999998927,Other Areas
Street Fair,Excited about the new renovations at Maple. It's going to be great for the community!,33.705618,-84.339196,Positive,0.9999997615814208,Other Areas
Local Event,Public transport update: Main line will have altered schedules this week.,33.67326,-84.49841,Neutral,0.9999990463256836,Other Areas
Infrastructure Work,Heard about a new Peachtree opening on Maple. Definitely worth checking out!,33.716532,-84.338287,Neutral,0.9997082352638244,Other Areas
Community Meeting,"Avoid Broadway during rush hour, construction is causing major delays.",33.784804,-84.425819,Negative,0.9960518479347228,Other Areas
Park Renovation,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.761209,-84.444332,Neutral,0.9999204874038696,Other Areas
Community Meeting,Heard about a new Peachtree opening on Broadway. Definitely worth checking out!,33.681731,-84.510323,Neutral,0.9997186064720154,Other Areas
New Restaurant Opening,Heard about a new Peachtree opening on North. Definitely worth checking out!,33.732937,-84.536352,Neutral,0.9992351531982422,Other Areas
Pothole Alert,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.70248,-84.461218,Neutral,0.999975324,Other Areas
Public Transport Notice,Don't miss the 5th happening this weekend at North. Always a good time!,33.668813,-84.461342,Positive,0.9793262481689452,Other Areas
Public Transport Notice,Don't miss the River happening this weekend at River. Always a good time!,33.705079,-84.501739,Positive,0.9764861464500428,Other Areas
Local Event,Heard about a new North opening on Highland. Definitely worth checking out!,33.695671,-84.349148,Neutral,0.999454677,Other Areas
Park Renovation,Excited about the new renovations at Maple. It's going to be great for the community!,33.673678,-84.431146,Positive,0.9999997615814208,Other Areas
New Restaurant Opening,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.866444,-84.430027,Neutral,0.9998923540115356,Other Areas
Pothole Alert,Heard about a new 5th opening on River. Definitely worth checking out!,33.70016,-84.474797,Neutral,0.9996618032455444,Other Areas
Community Meeting,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.774179,-84.466924,Neutral,0.9998717308044434,Other Areas
Infrastructure Work,Community meeting at 5th this Thursday to discuss the new Maple development.,33.77879,-84.377504,Neutral,0.9999992847442628,Other Areas
Infrastructure Work,Community meeting at Highland this Thursday to discuss the new Elm development.,33.743945,-84.375902,Neutral,0.9999990463256836,Other Areas
Public Transport Notice,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.771695,-84.446437,Neutral,0.999975324,Other Areas
New Restaurant Opening,Community meeting at Peachtree this Thursday to discuss the new 5th development.,33.83257,-84.356798,Neutral,0.9999992847442628,Other Areas
Pothole Alert,Don't miss the 5th happening this weekend at River. Always a good time!,33.865679,-84.355494,Positive,0.9745757579803468,Other Areas
Community Meeting,"Avoid River during rush hour, construction is causing major delays.",33.810232,-84.320513,Negative,0.9958399534225464,Other Areas
Infrastructure Work,Community meeting at Elm this Thursday to discuss the new Broadway development.,33.763356,-84.48494,Neutral,0.9999994039535522,Other Areas
Pothole Alert,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.826105,-84.388918,Neutral,0.9998438358306884,Other Areas
Park Renovation,Public transport update: Highland line will have altered schedules this week.,33.844872,-84.452586,Neutral,0.9999979734420776,Other Areas
Traffic Update,The annual street fair at River is this Saturday. Great food and local crafts!,33.818195,-84.421543,Neutral,0.9999666213989258,Other Areas
Community Meeting,Don't miss the River happening this weekend at Maple. Always a good time!,33.664313,-84.479821,Positive,0.988943338,Other Areas
New Restaurant Opening,Heard about a new River opening on Main. Definitely worth checking out!,33.817258,-84.344348,Neutral,0.999601662,Other Areas
Infrastructure Work,Excited about the new renovations at River. It's going to be great for the community!,33.692707,-84.389344,Positive,0.9999996423721312,Other Areas
Infrastructure Work,Community meeting at Highland this Thursday to discuss the new River development.,33.86419,-84.4596,Neutral,0.9999986886978148,Other Areas
Public Transport Notice,Public transport update: Elm line will have altered schedules this week.,33.78376,-84.523656,Neutral,0.9999988079071044,Other Areas
Street Fair,"Avoid North during rush hour, construction is causing major delays.",33.803744,-84.434205,Negative,0.9987327456474304,Other Areas
Public Transport Notice,Heard about a new Highland opening on North. Definitely worth checking out!,33.752036,-84.405216,Neutral,0.9987813830375672,Other Areas
New Restaurant Opening,"Avoid Peachtree during rush hour, construction is causing major delays.",33.790216,-84.43841,Negative,0.9967148303985596,Other Areas
Infrastructure Work,Heard about a new Maple opening on Elm. Definitely worth checking out!,33.728402,-84.308057,Neutral,0.9995718598365784,Other Areas
Local Event,Watch out for a giant pothole on Elm Street. Be careful driving!,33.672269,-84.365514,Neutral,0.9965171813964844,Other Areas
Park Renovation,Heard about a new River opening on Elm. Definitely worth checking out!,33.650444,-84.448832,Neutral,0.9995577931404114,Other Areas
Infrastructure Work,Community meeting at Peachtree this Thursday to discuss the new Maple development.,33.798254,-84.471689,Neutral,0.999998927,Other Areas
Community Meeting,Don't miss the Maple happening this weekend at Highland. Always a good time!,33.678958,-84.474907,Positive,0.9324344396591188,Other Areas
New Restaurant Opening,Public transport update: Peachtree line will have altered schedules this week.,33.822737,-84.307238,Neutral,0.999998927,Other Areas
Infrastructure Work,Community meeting at Maple this Thursday to discuss the new Maple development.,33.845498,-84.440006,Neutral,0.9999988079071044,Other Areas
Traffic Update,Heard about a new River opening on Peachtree. Definitely worth checking out!,33.688077,-84.472538,Neutral,0.9996260404586792,Other Areas
Infrastructure Work,Don't miss the Broadway happening this weekend at North. Always a good time!,33.745319,-84.453895,Positive,0.9578933119773864,Other Areas
Local Event,Don't miss the Peachtree happening this weekend at River. Always a good time!,33.685016,-84.401558,Positive,0.945328414,Other Areas
Public Transport Notice,"Avoid Elm during rush hour, construction is causing major delays.",33.74716,-84.407599,Negative,0.9986013770103456,Other Areas
Street Fair,Heard about a new North opening on 5th. Definitely worth checking out!,33.821069,-84.486906,Neutral,0.9995772242546082,Other Areas
Local Event,The annual street fair at Peachtree is this Saturday. Great food and local crafts!,33.710833,-84.495513,Neutral,0.9998717308044434,Other Areas
Community Meeting,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.77031,-84.419925,Neutral,0.9998438358306884,Other Areas
Community Meeting,"Avoid Highland during rush hour, construction is causing major delays.",33.674905,-84.441151,Negative,0.9993498921394348,East Point
Public Transport Notice,Don't miss the Maple happening this weekend at Broadway. Always a good time!,33.78082,-84.452234,Positive,0.949581742,Other Areas
Traffic Update,Watch out for a giant pothole on Elm Street. Be careful driving!,33.797105,-84.365077,Neutral,0.9965171813964844,Other Areas
Pothole Alert,Don't miss the Peachtree happening this weekend at Maple. Always a good time!,33.766469,-84.455416,Positive,0.9251790642738342,Other Areas
Street Fair,Community meeting at Elm this Thursday to discuss the new Highland development.,33.838392,-84.321238,Neutral,0.9999995231628418,Other Areas
Park Renovation,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.720723,-84.450412,Neutral,0.999975562,Other Areas
Local Event,Community meeting at North this Thursday to discuss the new Elm development.,33.682832,-84.471282,Neutral,0.9999994039535522,Other Areas
New Restaurant Opening,Public transport update: Highland line will have altered schedules this week.,33.738455,-84.391718,Neutral,0.9999979734420776,Other Areas
Park Renovation,"Heads up, Highland is undergoing some major infrastructure work for the next month.",33.726497,-84.504678,Neutral,0.9998438358306884,Other Areas
Infrastructure Work,Heard about a new Broadway opening on Main. Definitely worth checking out!,33.814256,-84.528678,Neutral,0.999524474,Other Areas
Street Fair,"Avoid Elm during rush hour, construction is causing major delays.",33.728443,-84.476301,Negative,0.9986013770103456,Other Areas
Community Meeting,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.726847,-84.434843,Neutral,0.9998862743377686,Other Areas
Infrastructure Work,Watch out for a giant pothole on North Street. Be careful driving!,33.856784,-84.42393,Neutral,0.9953041076660156,Other Areas
Pothole Alert,Excited about the new renovations at Main. It's going to be great for the community!,33.668162,-84.441504,Positive,0.9999997615814208,Other Areas
Pothole Alert,Community meeting at Highland this Thursday to discuss the new Elm development.,33.744066,-84.451776,Neutral,0.9999990463256836,Other Areas
Local Event,Watch out for a giant pothole on Main Street. Be careful driving!,33.857751,-84.499748,Neutral,0.9950763583183287,Other Areas
Traffic Update,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.786967,-84.296958,Neutral,0.997808278,Other Areas
Infrastructure Work,Don't miss the North happening this weekend at North. Always a good time!,33.745065,-84.494283,Positive,0.9770819544792176,Other Areas
Park Renovation,Heard about a new Elm opening on North. Definitely worth checking out!,33.855817,-84.420194,Neutral,0.9992399215698242,Other Areas
New Restaurant Opening,"Heads up, River is undergoing some major infrastructure work for the next month.",33.650252,-84.391132,Neutral,0.9999222755432128,Other Areas
Public Transport Notice,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.69408,-84.435518,Neutral,0.999969482,Other Areas
Infrastructure Work,Excited about the new renovations at Highland. It's going to be great for the community!,33.73002,-84.519355,Positive,0.9999997615814208,Other Areas
Traffic Update,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.662518,-84.396323,Neutral,0.9937437176704408,Other Areas
Public Transport Notice,Community meeting at 5th this Thursday to discuss the new 5th development.,33.805342,-84.352514,Neutral,0.9999996423721312,Other Areas
Community Meeting,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.740622,-84.431919,Neutral,0.999975562,Other Areas
Traffic Update,Heard about a new North opening on 5th. Definitely worth checking out!,33.710866,-84.405474,Neutral,0.9995772242546082,Other Areas
Traffic Update,Excited about the new renovations at Maple. It's going to be great for the community!,33.871153,-84.397688,Positive,0.9999997615814208,Other Areas
Street Fair,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.775656,-84.298314,Neutral,0.9996829032897948,Decatur
Community Meeting,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.804243,-84.360838,Neutral,0.9998923540115356,Other Areas
Community Meeting,Watch out for a giant pothole on Elm Street. Be careful driving!,33.839235,-84.50726,Neutral,0.9965171813964844,Other Areas
Street Fair,Public transport update: North line will have altered schedules this week.,33.783135,-84.357476,Neutral,0.9999982118606568,Other Areas
Street Fair,"Heads up, North is undergoing some major infrastructure work for the next month.",33.754474,-84.381517,Neutral,0.9999599456787108,GSU
Street Fair,Watch out for a giant pothole on Highland Street. Be careful driving!,33.808717,-84.516358,Neutral,0.9961722493171692,Other Areas
New Restaurant Opening,"Avoid River during rush hour, construction is causing major delays.",33.716535,-84.381423,Negative,0.9958399534225464,Other Areas
Infrastructure Work,Public transport update: Broadway line will have altered schedules this week.,33.683966,-84.452294,Neutral,0.9999985694885254,Other Areas
New Restaurant Opening,Public transport update: Peachtree line will have altered schedules this week.,33.819967,-84.504259,Neutral,0.999998927,Other Areas
Park Renovation,Community meeting at 5th this Thursday to discuss the new Main development.,33.732636,-84.364917,Neutral,0.9999994039535522,Other Areas
Local Event,Heard about a new River opening on Broadway. Definitely worth checking out!,33.734575,-84.305895,Neutral,0.9994335770606996,Other Areas
Local Event,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.701686,-84.450273,Neutral,0.9998862743377686,Other Areas
Traffic Update,Heard about a new Elm opening on Elm. Definitely worth checking out!,33.67152,-84.349428,Neutral,0.9996806383132936,Other Areas
New Restaurant Opening,The annual street fair at Highland is this Saturday. Great food and local crafts!,33.77187,-84.421407,Neutral,0.9998923540115356,Other Areas
Infrastructure Work,Heard about a new Highland opening on 5th. Definitely worth checking out!,33.718826,-84.450775,Neutral,0.9995476603507996,Other Areas
New Restaurant Opening,Public transport update: Elm line will have altered schedules this week.,33.764093,-84.483676,Neutral,0.9999988079071044,Other Areas
Community Meeting,Heard about a new Broadway opening on Elm. Definitely worth checking out!,33.860843,-84.366368,Neutral,0.9995030164718628,Other Areas
Infrastructure Work,Watch out for a giant pothole on North Street. Be careful driving!,33.706557,-84.345207,Neutral,0.9953041076660156,Other Areas
Pothole Alert,Don't miss the 5th happening this weekend at Main. Always a good time!,33.777634,-84.372011,Positive,0.9825902581214904,Other Areas
Community Meeting,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.816554,-84.368363,Neutral,0.999975562,Other Areas
Infrastructure Work,Excited about the new renovations at Broadway. It's going to be great for the community!,33.877994,-84.390385,Positive,0.9999996423721312,Other Areas
Street Fair,"Heads up, Maple is undergoing some major infrastructure work for the next month.",33.729432,-84.467864,Neutral,0.9998587369918824,Other Areas
Pothole Alert,"Heads up, River is undergoing some major infrastructure work for the next month.",33.813583,-84.441819,Neutral,0.9999222755432128,Other Areas
Infrastructure Work,"Avoid North during rush hour, construction is causing major delays.",33.839686,-84.341776,Negative,0.9987327456474304,Other Areas
Infrastructure Work,Excited about the new renovations at Broadway. It's going to be great for the community!,33.767959,-84.403492,Positive,0.9999996423721312,Other Areas
Community Meeting,"Heads up, North is undergoing some major infrastructure work for the next month.",33.68294,-84.508172,Neutral,0.9999599456787108,Other Areas
New Restaurant Opening,Community meeting at Elm this Thursday to discuss the new Main development.,33.69042,-84.513402,Neutral,0.9999994039535522,Other Areas
Traffic Update,"Heads up, North is undergoing some major infrastructure work for the next month.",33.66949,-84.442005,Neutral,0.9999599456787108,Other Areas
Infrastructure Work,Community meeting at Peachtree this Thursday to discuss the new Elm development.,33.806982,-84.463069,Neutral,0.9999992847442628,Other Areas
New Restaurant Opening,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.756242,-84.317353,Neutral,0.9996829032897948,Other Areas
New Restaurant Opening,"Heads up, Elm is undergoing some major infrastructure work for the next month.",33.733671,-84.435061,Neutral,0.999969482,Other Areas
Traffic Update,Excited about the new renovations at River. It's going to be great for the community!,33.853155,-84.410209,Positive,0.9999996423721312,Other Areas
Park Renovation,Don't miss the Broadway happening this weekend at 5th. Always a good time!,33.77486,-84.362743,Positive,0.9599709510803224,Other Areas
Park Renovation,"Avoid Main during rush hour, construction is causing major delays.",33.731084,-84.395128,Negative,0.9989157915115356,Other Areas
Park Renovation,Excited about the new renovations at 5th. It's going to be great for the community!,33.818189,-84.529228,Positive,0.9999995231628418,Other Areas
Local Event,Heard about a new Elm opening on Broadway. Definitely worth checking out!,33.762566,-84.517756,Neutral,0.9995330572128296,Other Areas
Local Event,Watch out for a giant pothole on Elm Street. Be careful driving!,33.694705,-84.430184,Neutral,0.9965171813964844,Other Areas
Pothole Alert,Public transport update: North line will have altered schedules this week.,33.75339,-84.296821,Neutral,0.9999982118606568,Other Areas
Pothole Alert,Heard about a new Highland opening on Main. Definitely worth checking out!,33.75544,-84.35407,Neutral,0.9995352029800416,Other Areas
New Restaurant Opening,Community meeting at Maple this Thursday to discuss the new Peachtree development.,33.7289,-84.512057,Neutral,0.9999986886978148,Other Areas
Local Event,Watch out for a giant pothole on Elm Street. Be careful driving!,33.729081,-84.31369,Neutral,0.9965171813964844,Other Areas
Pothole Alert,Community meeting at Maple this Thursday to discuss the new North development.,33.801651,-84.325252,Neutral,0.9999991655349731,Emory
Public Transport Notice,Watch out for a giant pothole on Main Street. Be careful driving!,33.845701,-84.399905,Neutral,0.9950763583183287,Other Areas
Public Transport Notice,"Avoid Peachtree during rush hour, construction is causing major delays.",33.781068,-84.446731,Negative,0.9967148303985596,Other Areas
Infrastructure Work,"Avoid Elm during rush hour, construction is causing major delays.",33.808667,-84.437443,Negative,0.9986013770103456,Other Areas
Street Fair,Public transport update: Broadway line will have altered schedules this week.,33.702829,-84.469501,Neutral,0.9999985694885254,Other Areas
New Restaurant Opening,Public transport update: Maple line will have altered schedules this week.,33.872033,-84.470918,Neutral,0.999998927,Other Areas
Pothole Alert,Watch out for a giant pothole on Highland Street. Be careful driving!,33.753778,-84.509169,Neutral,0.9961722493171692,Other Areas
New Restaurant Opening,"Avoid Peachtree during rush hour, construction is causing major delays.",33.749813,-84.335603,Negative,0.9967148303985596,Other Areas
New Restaurant Opening,Excited about the new renovations at Highland. It's going to be great for the community!,33.711059,-84.307819,Positive,0.9999997615814208,Other Areas
Public Transport Notice,"Avoid Maple during rush hour, construction is causing major delays.",33.869628,-84.439258,Negative,0.9985874891281128,Other Areas
Community Meeting,Don't miss the Peachtree happening this weekend at Maple. Always a good time!,33.746014,-84.454393,Positive,0.9251790642738342,Other Areas
Traffic Update,Heard about a new Highland opening on Main. Definitely worth checking out!,33.827451,-84.338972,Neutral,0.9995352029800416,Other Areas
Park Renovation,Public transport update: Peachtree line will have altered schedules this week.,33.838104,-84.452787,Neutral,0.999998927,Other Areas
Community Meeting,Heard about a new Elm opening on North. Definitely worth checking out!,33.722338,-84.37673,Neutral,0.9992399215698242,Other Areas
Infrastructure Work,Watch out for a giant pothole on Elm Street. Be careful driving!,33.798271,-84.385034,Neutral,0.9965171813964844,Other Areas
Pothole Alert,Don't miss the Elm happening this weekend at River. Always a good time!,33.662229,-84.457724,Positive,0.9706379175186156,Other Areas
Community Meeting,Public transport update: North line will have altered schedules this week.,33.742031,-84.493157,Neutral,0.9999982118606568,Other Areas
Pothole Alert,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.754795,-84.384623,Neutral,0.9999204874038696,GSU
Community Meeting,"Heads up, River is undergoing some major infrastructure work for the next month.",33.857206,-84.410761,Neutral,0.9999222755432128,Other Areas
Pothole Alert,"Avoid River during rush hour, construction is causing major delays.",33.683826,-84.441787,Negative,0.9958399534225464,East Point
Street Fair,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.710436,-84.509863,Neutral,0.9999618530273438,Other Areas
Park Renovation,Excited about the new renovations at 5th. It's going to be great for the community!,33.862206,-84.426547,Positive,0.9999995231628418,Other Areas
Community Meeting,Community meeting at Peachtree this Thursday to discuss the new Highland development.,33.852904,-84.443826,Neutral,0.9999991655349731,Other Areas
Local Event,Heard about a new 5th opening on Maple. Definitely worth checking out!,33.843278,-84.405366,Neutral,0.9996542930603028,Buckhead
Local Event,Excited about the new renovations at Main. It's going to be great for the community!,33.780828,-84.338337,Positive,0.9999997615814208,Other Areas
Local Event,Community meeting at Maple this Thursday to discuss the new River development.,33.773219,-84.426915,Neutral,0.9999988079071044,Other Areas
Street Fair,Public transport update: Maple line will have altered schedules this week.,33.784998,-84.480877,Neutral,0.999998927,Other Areas
Community Meeting,Public transport update: Elm line will have altered schedules this week.,33.827502,-84.369695,Neutral,0.9999988079071044,Other Areas
Pothole Alert,Watch out for a giant pothole on North Street. Be careful driving!,33.77865,-84.459184,Neutral,0.9953041076660156,Other Areas
Traffic Update,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.677331,-84.464127,Neutral,0.9996829032897948,Other Areas
Traffic Update,Public transport update: River line will have altered schedules this week.,33.747529,-84.404545,Neutral,0.999998927,Other Areas
Local Event,Community meeting at Highland this Thursday to discuss the new Highland development.,33.776359,-84.392969,Neutral,0.9999992847442628,Georgia Tech
Community Meeting,"Avoid Elm during rush hour, construction is causing major delays.",33.789555,-84.414837,Negative,0.9986013770103456,Other Areas
New Restaurant Opening,Community meeting at Broadway this Thursday to discuss the new Main development.,33.883511,-84.401819,Neutral,0.9999988079071044,Other Areas
Local Event,Public transport update: North line will have altered schedules this week.,33.768099,-84.321678,Neutral,0.9999982118606568,Other Areas
Traffic Update,"Avoid North during rush hour, construction is causing major delays.",33.707529,-84.394915,Negative,0.9987327456474304,Other Areas
Community Meeting,Don't miss the North happening this weekend at River. Always a good time!,33.793831,-84.33799,Positive,0.9747377634048462,Other Areas
New Restaurant Opening,Excited about the new renovations at Maple. It's going to be great for the community!,33.690636,-84.480079,Positive,0.9999997615814208,Other Areas
